分录行号,日期,会计年度,期间,凭证字,凭证号,摘要,科目编码,科目全名,币别,原币金额,借方金额,贷方金额,制单,审核,过账,出纳,附件数,来源系统,业务类型,审核状态,作废状态
2,,,,,,收到货款/天津金发新材料有限公司,1122,应收账款,人民币,"¥539,275.00",,"¥539,275.00",,,,,,,,,
1,2024/1/16,"2,024",1,记,7,收到货款/天津金发新材料有限公司,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,¥6.20,¥6.20,,方晓淮,梁映婵,梁映婵,,0,出纳管理,收款单,已审核,未作废
2,,,,,,收到货款/天津金发新材料有限公司,1122,应收账款,人民币,¥6.20,,¥6.20,,,,,,,,,
1,2024/1/17,"2,024",1,记,8,付加热管款/发票号47881231/广州白云区钟落潭慧通启航,2202.07,应付账款_低值易耗品供应商,人民币,"¥11,200.00","¥11,200.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付加热管款/发票号47881231/广州白云区钟落潭慧通启航,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥11,200.00",,"¥11,200.00",,,,,,,,,
1,2024/1/17,"2,024",1,记,9,购613员工培训室投影仪一台/发票号53601749/上海湘辉,1601,固定资产,人民币,"¥3,539.82","¥3,539.82",,方晓淮,梁映婵,梁映婵,,0,发票管理,进项费用增值税发票,已审核,未作废
2,,,,,,购613员工培训室投影仪一台/发票号53601749/上海湘辉,2221.01.01.01,应交税费_应交增值税_进项税额_增值税发票,人民币,¥460.18,¥460.18,,,,,,,,,,
3,,,,,,购613员工培训室投影仪一台/发票号53601749/上海湘辉,2202.04,应付账款_固定资产供应商,人民币,"¥4,000.00",,"¥4,000.00",,,,,,,,,
1,2024/1/17,"2,024",1,记,10,付投影仪款/发票号53601749/上海湘辉,2202.04,应付账款_固定资产供应商,人民币,"¥4,000.00","¥4,000.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付投影仪款/发票号53601749/上海湘辉,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥4,000.00",,"¥4,000.00",,,,,,,,,
1,2024/1/17,"2,024",1,记,11,购C3后端叠料平台/发票号31603119/东莞吉欧,1601,固定资产,人民币,"¥61,946.90","¥61,946.90",,方晓淮,梁映婵,梁映婵,,0,发票管理,进项费用增值税发票,已审核,未作废
2,,,,,,购C3后端叠料平台/发票号31603119/东莞吉欧,2221.01.01.01,应交税费_应交增值税_进项税额_增值税发票,人民币,"¥8,053.10","¥8,053.10",,,,,,,,,,
3,,,,,,购C3后端叠料平台/发票号31603119/东莞吉欧,2202.04,应付账款_固定资产供应商,人民币,"¥70,000.00",,"¥70,000.00",,,,,,,,,
1,2024/1/26,"2,024",1,记,12,付C3后端叠料平台/发票号31603119/东莞吉欧,2202.04,应付账款_固定资产供应商,人民币,"¥21,000.00","¥21,000.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付C3后端叠料平台/发票号31603119/东莞吉欧,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥21,000.00",,"¥21,000.00",,,,,,,,,
1,2024/1/18,"2,024",1,记,13,收到货款/青岛中集冷藏运输设备有限公司,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥271,317.45","¥271,317.45",,方晓淮,梁映婵,梁映婵,,0,出纳管理,收款单,已审核,未作废
2,,,,,,收到货款/青岛中集冷藏运输设备有限公司,1122,应收账款,人民币,"¥271,317.45",,"¥271,317.45",,,,,,,,,
1,2024/1/19,"2,024",1,记,14,收到货款/南京泉峰科技有限公司,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥322,925.09","¥322,925.09",,方晓淮,梁映婵,梁映婵,,0,出纳管理,收款单,已审核,未作废
2,,,,,,收到货款/南京泉峰科技有限公司,1122,应收账款,人民币,"¥322,925.09",,"¥322,925.09",,,,,,,,,
1,2024/1/19,"2,024",1,记,15,收到货款/东莞市李群自动化技术有限公司,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥4,249.93","¥4,249.93",,方晓淮,梁映婵,梁映婵,,0,出纳管理,收款单,已审核,未作废
2,,,,,,收到货款/东莞市李群自动化技术有限公司,1122,应收账款,人民币,"¥4,249.93",,"¥4,249.93",,,,,,,,,
1,2024/1/19,"2,024",1,记,16,取备用金,1001,库存现金,人民币,"¥45,000.00","¥45,000.00",,朱彩荧,梁映婵,梁映婵,,0,总账,手工录入,已审核,未作废
2,,,,,,取备用金,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥45,000.00",,"¥45,000.00",,,,,,,,,
1,2024/1/23,"2,024",1,记,17,收到货款/安徽开乐专用车辆股份有限公司,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥321,920.80","¥321,920.80",,方晓淮,梁映婵,梁映婵,,0,出纳管理,收款单,已审核,未作废
2,,,,,,收到货款/安徽开乐专用车辆股份有限公司,1122,应收账款,人民币,"¥321,920.80",,"¥321,920.80",,,,,,,,,
1,2024/1/24,"2,024",1,记,18,收到货款/青岛马士基集装箱工业有限公司,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥309,788.37","¥309,788.37",,方晓淮,梁映婵,梁映婵,,0,出纳管理,收款单,已审核,未作废
2,,,,,,收到货款/青岛马士基集装箱工业有限公司,1122,应收账款,人民币,"¥309,788.37",,"¥309,788.37",,,,,,,,,
1,2024/1/25,"2,024",1,记,19,付锯盘刀片款/发票号26927312/东莞市锐通,2202.07,应付账款_低值易耗品供应商,人民币,"¥16,500.00","¥16,500.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付锯盘刀片款/发票号26927312/东莞市锐通,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥16,500.00",,"¥16,500.00",,,,,,,,,
1,2024/1/25,"2,024",1,记,20,付蜂窝板款/发票号53045307/浙江华江,2202.03,应付账款_材料供应商,人民币,"¥26,856.67","¥26,856.67",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付蜂窝板款/发票号53045307/浙江华江,2202.03,应付账款_材料供应商,人民币,"¥139,275.00","¥139,275.00",,,,,,,,,,
3,,,,,,付蜂窝板款/发票号53045307/浙江华江,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥26,856.67",,"¥26,856.67",,,,,,,,,
4,,,,,,付蜂窝板款/发票号53045307/浙江华江,1121.01,应收票据_银行承兑汇票,人民币,"¥139,275.00",,"¥139,275.00",,,,,,,,,
1,2024/1/25,"2,024",1,记,21,付CNC裁切机款（付清尾款）/发票号67155050/广州鼎申,2202.04,应付账款_固定资产供应商,人民币,"¥25,644.00","¥25,644.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付CNC裁切机款（付清尾款）/发票号67155050/广州鼎申,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥25,644.00",,"¥25,644.00",,,,,,,,,
1,2024/1/25,"2,024",1,记,22,付维修费/发票号51541922/广州富强,6602.08,管理费用_修理费,人民币,"¥6,991.15","¥6,991.15",,方晓淮,梁映婵,梁映婵,,0,发票管理,进项费用增值税发票,已审核,未作废
2,,,,,,付叉车维修费/发票号51541922/广州富强,2221.01.01.01,应交税费_应交增值税_进项税额_增值税发票,人民币,¥908.85,¥908.85,,,,,,,,,,
3,,,,,,付叉车维修费/发票号51541922/广州富强,2202.07,应付账款_低值易耗品供应商,人民币,"¥7,900.00",,"¥7,900.00",,,,,,,,,
1,2024/1/25,"2,024",1,记,23,付叉车维修费/发票号51541922/广州富强,2202.07,应付账款_低值易耗品供应商,人民币,"¥7,900.00","¥7,900.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付叉车维修费/发票号51541922/广州富强,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥7,900.00",,"¥7,900.00",,,,,,,,,
1,2024/1/31,"2,024",1,记,24,22年6-12/23年1-6叉车保养费/广州富强,6602.08,管理费用_修理费,人民币,"¥14,442.48","¥14,442.48",,方晓淮,梁映婵,梁映婵,,0,发票管理,进项费用增值税发票,已审核,未作废
2,,,,,,22年6-12/23年1-6叉车保养费/广州富强,2221.01.01.01,应交税费_应交增值税_进项税额_增值税发票,人民币,"¥1,877.52","¥1,877.52",,,,,,,,,,
3,,,,,,22年6-12/23年1-6叉车保养费/广州富强,2202.07,应付账款_低值易耗品供应商,人民币,"¥16,320.00",,"¥16,320.00",,,,,,,,,
1,2024/1/31,"2,024",1,记,25,付22年6-12/23年1-6叉车保养费/广州富强,2202.07,应付账款_低值易耗品供应商,人民币,"¥16,320.00","¥16,320.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付22年6-12/23年1-6叉车保养费/广州富强,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥16,320.00",,"¥16,320.00",,,,,,,,,
1,2024/1/25,"2,024",1,记,26,615厂房2/4号货台固定式液压升降平台/发票号29128189/广州精宇汇,1801,长期待摊费用,人民币,"¥32,920.35","¥32,920.35",,方晓淮,梁映婵,梁映婵,,0,发票管理,进项费用增值税发票,已审核,未作废
2,,,,,,615厂房2/4号货台固定式液压升降平台/发票号29128189/广州精宇汇,2221.01.01.01,应交税费_应交增值税_进项税额_增值税发票,人民币,"¥4,279.65","¥4,279.65",,,,,,,,,,
3,,,,,,615厂房2/4号货台固定式液压升降平台/发票号29128189/广州精宇汇,2202.07,应付账款_低值易耗品供应商,人民币,"¥37,200.00",,"¥37,200.00",,,,,,,,,
1,2024/1/25,"2,024",1,记,27,付615厂房2/4号货台固定式液压升降平台款/发票号29128189/广州精宇汇,2202.07,应付账款_低值易耗品供应商,人民币,"¥37,200.00","¥37,200.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付615厂房2/4号货台固定式液压升降平台款/发票号29128189/广州精宇汇,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥37,200.00",,"¥37,200.00",,,,,,,,,
1,2024/1/25,"2,024",1,记,28,购C8前后端自动化设备/发票号36468700/佛山盛图,1601,固定资产,人民币,"¥1,044,247.79","¥1,044,247.79",,方晓淮,梁映婵,梁映婵,,0,发票管理,进项费用增值税发票,已审核,未作废
2,,,,,,购C8前后端自动化设备/发票号36468700/佛山盛图,2221.01.01.01,应交税费_应交增值税_进项税额_增值税发票,人民币,"¥135,752.21","¥135,752.21",,,,,,,,,,
3,,,,,,购C8前后端自动化设备/发票号36468700/佛山盛图,2202.07,应付账款_低值易耗品供应商,人民币,"¥1,180,000.00",,"¥1,180,000.00",,,,,,,,,
1,2024/1/25,"2,024",1,记,29,付C8前后端自动化设备款（已付90%）/发票号36468700/佛山盛图,2202.07,应付账款_低值易耗品供应商,人民币,"¥354,000.00","¥354,000.00",,方晓淮,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,付C8前后端自动化设备款（已付90%）/发票号36468700/佛山盛图,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥354,000.00",,"¥354,000.00",,,,,,,,,
1,2024/1/30,"2,024",1,记,30,收到货款/重庆佩尔哲汽车内饰系统有限公司,1121.01,应收票据_银行承兑汇票,人民币,"¥641,508.72","¥641,508.72",,方晓淮,梁映婵,梁映婵,,0,出纳管理,收款单,已审核,未作废
2,,,,,,收到货款/重庆佩尔哲汽车内饰系统有限公司,1122,应收账款,人民币,"¥641,508.72",,"¥641,508.72",,,,,,,,,
1,2024/1/30,"2,024",1,记,31,收到货款/湖北海立美达汽车有限公司,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥191,542.66","¥191,542.66",,方晓淮,梁映婵,梁映婵,,0,出纳管理,收款单,已审核,未作废
2,,,,,,收到货款/湖北海立美达汽车有限公司,1122,应收账款,人民币,"¥191,542.66",,"¥191,542.66",,,,,,,,,
1,2024/1/30,"2,024",1,记,32,胡赫请付业务费/2101556/市场部,1002.03.01,银行存款_广发银行_人民币9550880227868500199,人民币,"¥255,000.00",,"¥255,000.00",梁映婵,梁映婵,梁映婵,,0,总账,手工录入,已审核,未作废
2,,,,,,胡赫请付业务费/2101556/市场部,1002.03.01,银行存款_广发银行_人民币9550880227868500199,人民币,"¥500,000.00",,"¥500,000.00",,,,,,,,,
3,,,,,,胡赫请付业务费/2101556/市场部,1221.03,其他应收款_员工往来,人民币,"¥755,000.00","¥755,000.00",,,,,,,,,,
1,2024/1/30,"2,024",1,记,33,邹蕴莉请付专利费/2104949/技术研究部/知顺,2202.05,应付账款_其他服务供应商,人民币,"¥1,300.00","¥1,300.00",,梁映婵,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,邹蕴莉请付专利费/2104949/技术研究部/知顺,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥1,300.00",,"¥1,300.00",,,,,,,,,
1,2024/1/30,"2,024",1,记,34,邹蕴莉请付专利费/2104948/技术研究部/粤高,2202.05,应付账款_其他服务供应商,人民币,"¥11,200.00","¥11,200.00",,梁映婵,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,邹蕴莉请付专利费/2104948/技术研究部/粤高,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥11,200.00",,"¥11,200.00",,,,,,,,,
1,2024/1/30,"2,024",1,记,35,邹蕴莉请付专利费/2104947/技术研究部/深圳智趣,2202.05,应付账款_其他服务供应商,人民币,¥185.00,¥185.00,,梁映婵,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,邹蕴莉请付专利费/2104947/技术研究部/深圳智趣,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,¥185.00,,¥185.00,,,,,,,,,
1,2024/1/30,"2,024",1,记,36,邹蕴莉请付专利费/2104946/技术研究部/致信,2202.05,应付账款_其他服务供应商,人民币,"¥12,470.00","¥12,470.00",,梁映婵,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,邹蕴莉请付专利费/2104946/技术研究部/致信,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥12,470.00",,"¥12,470.00",,,,,,,,,
1,2024/1/30,"2,024",1,记,37,邹蕴莉请付专利费/2104945/技术研究部/三环,2202.05,应付账款_其他服务供应商,人民币,"¥1,295.00","¥1,295.00",,梁映婵,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,邹蕴莉请付专利费/2104945/技术研究部/三环,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥1,295.00",,"¥1,295.00",,,,,,,,,
1,2024/1/30,"2,024",1,记,38,邹蕴莉请付专利费/2104944/技术研究部/华学,2202.05,应付账款_其他服务供应商,人民币,"¥16,200.00","¥16,200.00",,梁映婵,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,邹蕴莉请付专利费/2104944/技术研究部/华学,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥16,200.00",,"¥16,200.00",,,,,,,,,
1,2024/1/30,"2,024",1,记,39,李贵鹏报业务费/21007015/财务部,6602.02,管理费用_业务招待费,人民币,"¥2,454.82","¥2,454.82",,梁映婵,梁映婵,梁映婵,,0,总账,手工录入,已审核,未作废
2,,,,,,李贵鹏报业务费/21007015/财务部,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥2,454.82",,"¥2,454.82",,,,,,,,,
1,2024/1/1,"2,024",1,记,40,单据号CBTZD00000402的采购入库成本调整单价差调整,1411.03,周转材料_劳保用品,人民币,-¥0.01,-¥0.01,,朱彩荧,梁映婵,梁映婵,,0,存货核算,成本调整单,已审核,未作废
2,,,,,,单据号CBTZD00000403的采购入库成本调整单价差调整,1403,原材料,人民币,¥0.01,¥0.01,,,,,,,,,,
3,,,,,,单据号CBTZD00000402的采购入库成本调整单价差调整,2202.01,应付账款_暂估应付款,人民币,-¥0.01,,-¥0.01,,,,,,,,,
4,,,,,,单据号CBTZD00000403的采购入库成本调整单价差调整,2202.01,应付账款_暂估应付款,人民币,¥0.01,,¥0.01,,,,,,,,,
1,2024/1/30,"2,024",1,记,41,邹蕴莉报华学专利费/21029157/技术研究部,5301.12.01.06,研发支出_科技项目费_直接费用_出版/文献/信息传播/知识产权事务费,人民币,"¥8,094.34","¥8,094.34",,梁映婵,梁映婵,梁映婵,,0,发票管理,进项费用增值税发票,已审核,未作废
2,,,,,,邹蕴莉请付专利费/2104944/技术研究部/华学,2221.01.01.01,应交税费_应交增值税_进项税额_增值税发票,人民币,¥2.83,¥2.83,,,,,,,,,,
3,,,,,,邹蕴莉报华学专利费/21029157/技术研究部,2221.01.01.01,应交税费_应交增值税_进项税额_增值税发票,人民币,¥2.83,¥2.83,,,,,,,,,,
4,,,,,,邹蕴莉报华学专利费/21029157/技术研究部,2202.05,应付账款_其他服务供应商,人民币,"¥8,100.00",,"¥8,100.00",,,,,,,,,
1,2024/1/30,"2,024",1,记,42,邹蕴莉报万坤专利认证费/发票号02385516/技术研究部,5301.12.01.06,研发支出_科技项目费_直接费用_出版/文献/信息传播/知识产权事务费,人民币,"¥7,547.17","¥7,547.17",,梁映婵,梁映婵,梁映婵,,0,发票管理,进项费用增值税发票,已审核,未作废
2,,,,,,邹蕴莉报万坤专利认证费/发票号02385516/技术研究部,2221.01.01.01,应交税费_应交增值税_进项税额_增值税发票,人民币,¥452.83,¥452.83,,,,,,,,,,
3,,,,,,邹蕴莉报万坤专利认证费/发票号02385516/技术研究部,2202.05,应付账款_其他服务供应商,人民币,"¥8,000.00",,"¥8,000.00",,,,,,,,,
1,2024/1/30,"2,024",1,记,43,邹蕴莉报专利费/21029160/技术研究部/智趣,5301.12.01.06,研发支出_科技项目费_直接费用_出版/文献/信息传播/知识产权事务费,人民币,¥773.68,¥773.68,,梁映婵,梁映婵,梁映婵,,0,发票管理,进项费用增值税发票,已审核,未作废
2,,,,,,邹蕴莉报专利费/21029160/技术研究部/智趣,2221.01.01.01,应交税费_应交增值税_进项税额_增值税发票,人民币,¥11.32,¥11.32,,,,,,,,,,
3,,,,,,邹蕴莉报专利费/21029160/技术研究部/智趣,2202.05,应付账款_其他服务供应商,人民币,¥785.00,,¥785.00,,,,,,,,,
1,2024/1/30,"2,024",1,记,44,杨娜报差旅费/21006997/综合管理部,6602.03,管理费用_差旅费,人民币,"¥3,000.00","¥3,000.00",,梁映婵,梁映婵,梁映婵,,0,总账,手工录入,已审核,未作废
2,,,,,,杨娜报差旅费/21006997/综合管理部,1221.03,其他应收款_员工往来,人民币,"¥3,000.00",,"¥3,000.00",,,,,,,,,
1,2024/1/30,"2,024",1,记,45,崔茜报实习生保险费/21007434/综合管理部,6602.20,管理费用_保险费,人民币,¥109.88,¥109.88,,梁映婵,梁映婵,梁映婵,,0,总账,手工录入,已审核,未作废
2,,,,,,崔茜报实习生保险费/21007434/综合管理部,2211.02,应付职工薪酬_职工福利,人民币,¥109.88,,¥109.88,,,,,,,,,
3,,,,,,崔茜报实习生保险费/21007434/综合管理部,2211.02,应付职工薪酬_职工福利,人民币,¥109.88,¥109.88,,,,,,,,,,
4,,,,,,崔茜报实习生保险费/21007434/综合管理部,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,¥109.88,,¥109.88,,,,,,,,,
1,2024/1/30,"2,024",1,记,46,胡赫报差旅费/21003947/市场部,6601.03,销售费用_差旅费,人民币,"¥5,659.78","¥5,659.78",,梁映婵,梁映婵,梁映婵,,0,总账,手工录入,已审核,未作废
2,,,,,,胡赫报住宿费/发票号5641113/市场部,2221.01.01.01,应交税费_应交增值税_进项税额_增值税发票,人民币,¥16.25,¥16.25,,,,,,,,,,
3,,,,,,胡赫报住宿费/发票号5866252/市场部,2221.01.01.01,应交税费_应交增值税_进项税额_增值税发票,人民币,¥16.25,¥16.25,,,,,,,,,,
4,,,,,,胡赫报住宿费/发票号16557743/市场部,2221.01.01.01,应交税费_应交增值税_进项税额_增值税发票,人民币,¥25.70,¥25.70,,,,,,,,,,
5,,,,,,胡赫报住宿费/发票号20155675/市场部,2221.01.01.01,应交税费_应交增值税_进项税额_增值税发票,人民币,¥17.66,¥17.66,,,,,,,,,,
6,,,,,,胡赫报差旅费/21003947/市场部/通行费,2221.01.01.04.01,应交税费_应交增值税_进项税额_国内旅客运输服务_国内旅客运输服务（3%税率）,人民币,¥2.91,¥2.91,,,,,,,,,,
7,,,,,,胡赫报差旅费/21003947/市场部/火车票,2221.01.01.04.02,应交税费_应交增值税_进项税额_国内旅客运输服务_国内旅客运输服务（9%税率）,人民币,¥53.17,¥53.17,,,,,,,,,,
8,,,,,,胡赫报差旅费/21003947/市场部/滴滴,2221.01.01.04.01,应交税费_应交增值税_进项税额_国内旅客运输服务_国内旅客运输服务（3%税率）,人民币,¥10.65,¥10.65,,,,,,,,,,
9,,,,,,胡赫报业务费/21003947/市场部,6601.02,销售费用_业务招待费,人民币,"¥16,812.00","¥16,812.00",,,,,,,,,,
10,,,,,,胡赫报差旅费/21003947/市场部,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥22,614.37",,"¥22,614.37",,,,,,,,,
1,2024/1/30,"2,024",1,记,47,赵智辉请付住院费用/2101760/装备部,1221.03,其他应收款_员工往来,人民币,"¥10,000.00","¥10,000.00",,梁映婵,梁映婵,梁映婵,,0,总账,手工录入,已审核,未作废
2,,,,,,赵智辉请付住院费用/2101760/装备部,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥10,000.00",,"¥10,000.00",,,,,,,,,
1,2024/1/30,"2,024",1,记,48,梁映婵请付金蝶开发费/2101558/财务部,2202.05,应付账款_其他服务供应商,人民币,"¥10,000.00","¥10,000.00",,梁映婵,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,梁映婵请付金蝶开发费/2101558/财务部,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥10,000.00",,"¥10,000.00",,,,,,,,,
1,2024/1/30,"2,024",1,记,49,收劳务费/金发复合,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥298,028.43","¥298,028.43",,梁映婵,梁映婵,梁映婵,,0,总账,手工录入,已审核,未作废
2,,,,,,收劳务费/金发复合,2241.04,其他应付款_统支款,人民币,"¥298,028.43",,"¥298,028.43",,,,,,,,,
1,2024/1/30,"2,024",1,记,50,胡赫报业务费/21003948/市场部,1221.03,其他应收款_员工往来,人民币,"¥21,160.00",,"¥21,160.00",梁映婵,梁映婵,梁映婵,,0,总账,手工录入,已审核,未作废
2,,,,,,胡赫报业务费/21003948/市场部,6601.02,销售费用_业务招待费,人民币,"¥21,160.00","¥21,160.00",,,,,,,,,,
1,2024/1/30,"2,024",1,记,51,李贵鹏报差旅费/2104469/财务部,6602.03,管理费用_差旅费,人民币,¥32.00,¥32.00,,梁映婵,梁映婵,梁映婵,,0,总账,手工录入,已审核,未作废
2,,,,,,李贵鹏报业务费/2104469/财务部,6602.02,管理费用_业务招待费,人民币,¥850.00,¥850.00,,,,,,,,,,
3,,,,,,李贵鹏报业务、差旅费/2104469/财务部,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,¥882.00,,¥882.00,,,,,,,,,
1,2024/1/30,"2,024",1,记,52,支付粤高专利费/21029159/技术研究部,5301.12.01.06,研发支出_科技项目费_直接费用_出版/文献/信息传播/知识产权事务费,人民币,¥347.17,¥347.17,,梁映婵,梁映婵,梁映婵,,0,发票管理,进项费用增值税发票,已审核,未作废
2,,,,,,支付粤高专利费/21029159/技术研究部,2221.01.01.01,应交税费_应交增值税_进项税额_增值税发票,人民币,¥2.83,¥2.83,,,,,,,,,,
3,,,,,,支付粤高专利费/21029159/技术研究部,2202.05,应付账款_其他服务供应商,人民币,¥350.00,,¥350.00,,,,,,,,,
1,2024/1/30,"2,024",1,记,53,支付粤高专利费/21029159/技术研究部,2202.05,应付账款_其他服务供应商,人民币,¥350.00,¥350.00,,梁映婵,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,支付粤高专利费/21029159/技术研究部,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,¥350.00,,¥350.00,,,,,,,,,
1,2024/1/30,"2,024",1,记,54,支付CIMC报关费/发票号00115327/海程邦达/市场部,6601.20,销售费用_出口费用,人民币,"¥8,490.57","¥8,490.57",,梁映婵,梁映婵,梁映婵,,0,发票管理,进项费用增值税发票,已审核,未作废
2,,,,,,支付CIMC报关费/发票号00115327/海程邦达/市场部,2221.01.01.01,应交税费_应交增值税_进项税额_增值税发票,人民币,¥509.43,¥509.43,,,,,,,,,,
3,,,,,,支付CIMC报关费/发票号00115327/海程邦达/市场部,2202.05,应付账款_其他服务供应商,人民币,"¥9,000.00",,"¥9,000.00",,,,,,,,,
1,2024/1/30,"2,024",1,记,55,支付CIMC报关费/发票号00115327/海程邦达/市场部,2202.05,应付账款_其他服务供应商,人民币,"¥9,000.00","¥9,000.00",,梁映婵,梁映婵,梁映婵,,0,出纳管理,付款单,已审核,未作废
2,,,,,,支付CIMC报关费/发票号00115327/海程邦达/市场部,1002.02.01,银行存款_工商银行_人民币3602028909200715415,人民币,"¥9,000.00",,"¥9,000.00",,,,,,,,,
